  344.73, 1222.64
  344.94, 1222.64
  345.16, 1222.64
  345.38, 1548.26
  345.59, 1546.22
  345.81, 1648.61
  346.03, 1640.42
  346.24, 1607.66
  346.46, 1593.32
  346.68, 1492.97
  346.90, 1617.90
  347.11, 1642.47
  347.33, 1542.12
  347.55, 1632.23
  347.76, 1540.07
  347.98, 1535.98
  348.20, 1671.14
  348.41, 1679.33
  348.63, 1683.43
  348.85, 1556.46
  349.06, 1650.66
  349.28, 1691.62
  349.50, 1761.25
  349.72, 1720.29
  349.93, 1564.65
  350.15, 1642.47
  350.37, 1650.66
  350.58, 1615.85
  350.80, 1660.90
  351.02, 1730.53
  351.23, 1548.26
  351.45, 1699.81
  351.67, 1593.32
  351.88, 1650.66
  352.10, 1705.96
  352.32, 1791.97
  352.53, 1632.23
  352.75, 1595.37
  352.97, 1658.85
  353.18, 1693.67
  353.40, 1568.74
  353.62, 1550.31
  353.83, 1691.62
  354.05, 1701.86
  354.27, 1691.62
  354.48, 1585.13
  354.70, 1691.62
  354.92, 1703.91
  355.13, 1714.15
  355.35, 1605.61
  355.56, 1687.53
  355.78, 1566.70
  356.00, 1785.83
  356.21, 1681.38
  356.43, 1609.70
  356.65, 1615.85
  356.86, 1589.22
  357.08, 1667.05
  357.30, 1630.18
  357.51, 1689.57
  357.73, 1695.72
  357.95, 1753.06
  358.16, 1626.09
  358.38, 1689.57
  358.59, 1556.46
  358.81, 1697.77
  359.03, 1511.40
  359.24, 1693.67
  359.46, 1585.13
  359.68, 1603.56
  359.89, 1656.81
  360.11, 1708.01
  360.32, 1753.06
  360.54, 1648.61
  360.76, 1644.52
  360.97, 1624.04
  361.19, 1576.94
  361.41, 1722.34
  361.62, 1708.01
  361.84, 1562.60
  362.05, 1599.46
  362.27, 1658.85
  362.49, 1783.78
  362.70, 1677.29
  362.92, 1730.53
  363.13, 1701.86
  363.35, 1658.85
  363.57, 1669.09
  363.78, 1527.78
  364.00, 1710.05
  364.21, 1419.24
  364.43, 1634.28
  364.65, 1787.88
  364.86, 1654.76
  365.08, 1746.92
  365.29, 1748.97
  365.51, 1675.24
  365.73, 1632.23
  365.94, 1656.81
  366.16, 1626.09
  366.37, 1695.72
  366.59, 1521.64
  366.80, 1624.04
  367.02, 1716.20
  367.24, 1605.61
  367.45, 1660.90
  367.67, 1531.88
  367.88, 1648.61
  368.10, 1660.90
  368.32, 1630.18
  368.53, 1650.66
  368.75, 1640.42
  368.96, 1652.71
  369.18, 1665.00
  369.39, 1658.85
  369.61, 1728.49
  369.83, 1587.18
  370.04, 1540.07
  370.26, 1574.89
  370.47, 1691.62
  370.69, 1654.76
  370.90, 1667.05
  371.12, 1738.73
  371.33, 1724.39
  371.55, 1701.86
  371.77, 1527.78
  371.98, 1650.66
  372.20, 1581.03
  372.41, 1740.77
  372.63, 1783.78
  372.84, 1675.24
  373.06, 1650.66
  373.27, 1630.18
  373.49, 1665.00
  373.71, 1781.73
  373.92, 1689.57
  374.14, 1615.85
  374.35, 1748.97
  374.57, 1773.54
  374.78, 1658.85
  375.00, 1665.00
  375.21, 1632.23
  375.43, 1832.93
  375.64, 1671.14
  375.86, 1677.29
  376.07, 1681.38
  376.29, 1642.47
  376.51, 1755.11
  376.72, 1771.49
  376.94, 1642.47
  377.15, 1691.62
  377.37, 1521.64
  377.58, 1529.83
  377.80, 1675.24
  378.01, 1626.09
  378.23, 1859.56
  378.44, 1695.72
  378.66, 1656.81
  378.87, 1783.78
  379.09, 1636.33
  379.30, 1830.88
  379.52, 1597.42
  379.73, 1550.31
  379.95, 1716.20
  380.16, 1683.43
  380.38, 1652.71
  380.59, 1683.43
  380.81, 1728.49
  381.02, 1572.84
  381.24, 1564.65
  381.45, 1667.05
  381.67, 1814.50
  381.88, 1621.99
  382.10, 1630.18
  382.31, 1716.20
  382.53, 1708.01
  382.74, 1650.66
  382.96, 1677.29
  383.17, 1601.51
  383.39, 1619.94
  383.60, 1804.26
  383.82, 1753.06
  384.03, 1578.98
  384.25, 1697.77
  384.46, 1757.16
  384.68, 1632.23
  384.89, 1667.05
  385.11, 1763.30
  385.32, 1589.22
  385.54, 1669.09
  385.75, 1658.85
  385.97, 1695.72
  386.18, 1642.47
  386.40, 1609.70
  386.61, 1701.86
  386.82, 1720.29
  387.04, 1597.42
  387.25, 1650.66
  387.47, 1621.99
  387.68, 1554.41
  387.90, 1662.95
  388.11, 1748.97
  388.33, 1626.09
  388.54, 1738.73
  388.76, 1609.70
  388.97, 1744.87
  389.19, 1650.66
  389.40, 1724.39
  389.61, 1732.58
  389.83, 1626.09
  390.04, 1642.47
  390.26, 1765.35
  390.47, 1626.09
  390.69, 1673.19
  390.90, 1634.28
  391.12, 1740.77
  391.33, 1619.94
  391.54, 1746.92
  391.76, 1581.03
  391.97, 1578.98
  392.19, 1681.38
  392.40, 1677.29
  392.62, 1720.29
  392.83, 1595.37
  393.05, 1630.18
  393.26, 1656.81
  393.47, 1636.33
  393.69, 1642.47
  393.90, 1679.33
  394.12, 1644.52
  394.33, 1521.64
  394.55, 1728.49
  394.76, 1794.02
  394.97, 1701.86
  395.19, 1617.90
  395.40, 1787.88
  395.62, 1581.03
  395.83, 1744.87
  396.04, 1640.42
  396.26, 1851.36
  396.47, 1677.29
  396.69, 1679.33
  396.90, 1679.33
  397.12, 1732.58
  397.33, 1669.09
  397.54, 1665.00
  397.76, 1699.81
  397.97, 1531.88
  398.19, 1619.94
  398.40, 1679.33
  398.61, 1726.44
  398.83, 1624.04
  399.04, 1564.65
  399.26, 1765.35
  399.47, 1505.26
  399.68, 1642.47
  399.90, 1591.27
  400.11, 1585.13
  400.33, 1628.14
  400.54, 1662.95
  400.75, 1738.73
  400.97, 1734.63
  401.18, 1677.29
  401.39, 1689.57
