  344.73, 1296.36
  344.94, 1296.36
  345.16, 1296.36
  345.38, 1605.61
  345.59, 1609.70
  345.81, 1597.42
  346.03, 1642.47
  346.24, 1642.47
  346.46, 1597.42
  346.68, 1554.41
  346.90, 1638.38
  347.11, 1732.58
  347.33, 1593.32
  347.55, 1679.33
  347.76, 1570.79
  347.98, 1679.33
  348.20, 1726.44
  348.41, 1705.96
  348.63, 1675.24
  348.85, 1675.24
  349.06, 1640.42
  349.28, 1769.44
  349.50, 1806.31
  349.72, 1695.72
  349.93, 1617.90
  350.15, 1607.66
  350.37, 1599.46
  350.58, 1603.56
  350.80, 1705.96
  351.02, 1837.03
  351.23, 1576.94
  351.45, 1642.47
  351.67, 1730.53
  351.88, 1710.05
  352.10, 1726.44
  352.32, 1734.63
  352.53, 1642.47
  352.75, 1726.44
  352.97, 1652.71
  353.18, 1681.38
  353.40, 1736.68
  353.62, 1665.00
  353.83, 1685.48
  354.05, 1658.85
  354.27, 1712.10
  354.48, 1699.81
  354.70, 1677.29
  354.92, 1712.10
  355.13, 1753.06
  355.35, 1662.95
  355.56, 1652.71
  355.78, 1583.08
  356.00, 1798.12
  356.21, 1652.71
  356.43, 1646.57
  356.65, 1650.66
  356.86, 1613.80
  357.08, 1701.86
  357.30, 1675.24
  357.51, 1877.99
  357.73, 1728.49
  357.95, 1744.87
  358.16, 1767.40
  358.38, 1628.14
  358.59, 1693.67
  358.81, 1748.97
  359.03, 1626.09
  359.24, 1621.99
  359.46, 1654.76
  359.68, 1683.43
  359.89, 1746.92
  360.11, 1753.06
  360.32, 1810.40
  360.54, 1689.57
  360.76, 1642.47
  360.97, 1708.01
  361.19, 1726.44
  361.41, 1724.39
  361.62, 1699.81
  361.84, 1578.98
  362.05, 1644.52
  362.27, 1757.16
  362.49, 1886.18
  362.70, 1808.36
  362.92, 1720.29
  363.13, 1820.64
  363.35, 1601.51
  363.57, 1720.29
  363.78, 1607.66
  364.00, 1744.87
  364.21, 1533.93
  364.43, 1644.52
  364.65, 1744.87
  364.86, 1619.94
  365.08, 1787.88
  365.29, 1763.30
  365.51, 1767.40
  365.73, 1681.38
  365.94, 1740.77
  366.16, 1621.99
  366.37, 1746.92
  366.59, 1601.51
  366.80, 1667.05
  367.02, 1593.32
  367.24, 1710.05
  367.45, 1636.33
  367.67, 1691.62
  367.88, 1736.68
  368.10, 1687.53
  368.32, 1708.01
  368.53, 1642.47
  368.75, 1791.97
  368.96, 1699.81
  369.18, 1632.23
  369.39, 1656.81
  369.61, 1765.35
  369.83, 1697.77
  370.04, 1691.62
  370.26, 1650.66
  370.47, 1644.52
  370.69, 1740.77
  370.90, 1679.33
  371.12, 1656.81
  371.33, 1695.72
  371.55, 1796.07
  371.77, 1675.24
  371.98, 1751.01
